[INFO]2022-04-15 20:23:34,011|views|PID:18976 TID:21200| Getting posts from db
[INFO]2022-04-18 09:57:11,762|views|PID:13724 TID:16944| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: /create_post | Getting post <QueryDict: {'csrfmiddlewaretoken': ['DCy8lbvZNkCmLrf4guI4tO8iPSDFDHakT3C2AC1hHC0aaaesca9aU4AtcfNRRBTx'], 'title': ['asdfsdfafsdfas'], 'category': ['4'], 'text': ['sdfasdfsadfasdfas']}> | Post: <QueryDict: {'csrfmiddlewaretoken': ['DCy8lbvZNkCmLrf4guI4tO8iPSDFDHakT3C2AC1hHC0aaaesca9aU4AtcfNRRBTx'], 'title': ['asdfsdfafsdfas'], 'category': ['4'], 'text': ['sdfasdfsadfasdfas']}> |
[INFO]2022-04-18 10:18:47,572|views|PID:15240 TID:5164| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 10:51:03,387|views|PID:20836 TID:7784| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 10:51:19,691|views|PID:20836 TID:6856| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:04:11,787|views|PID:20836 TID:17348| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:09:46,304|views|PID:20836 TID:3436| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:10:04,284|views|PID:20836 TID:3436| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:10:42,754|views|PID:20836 TID:3436| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:14:40,590|views|PID:20836 TID:8540| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:15:45,061|views|PID:20836 TID:8540| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:16:17,755|views|PID:20836 TID:8540| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:16:27,674|views|PID:20836 TID:8540| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:16:33,931|views|PID:20836 TID:8540| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:16:45,363|views|PID:20836 TID:8540| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:17:10,483|views|PID:20836 TID:8540| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:17:17,643|views|PID:20836 TID:8540| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:17:59,339|views|PID:20836 TID:8540| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:18:21,027|views|PID:20836 TID:8540| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:21:48,418|views|PID:20836 TID:8540| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:22:12,435|views|PID:20836 TID:8540| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:23:10,738|views|PID:20836 TID:8540| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:25:19,603|views|PID:20836 TID:8540| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:26:56,713|views|PID:20836 TID:8540| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:27:04,002|views|PID:20836 TID:8540| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:27:14,913|views|PID:20836 TID:8540| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:28:02,715|views|PID:20836 TID:8540| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:34:03,500|views|PID:20836 TID:2264| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:34:15,186|views|PID:20836 TID:2264| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:34:34,587|views|PID:20836 TID:2264| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:35:13,042|views|PID:20836 TID:2264| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:35:23,257|views|PID:20836 TID:2264| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:35:37,441|views|PID:20836 TID:2264| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:35:38,217|views|PID:20836 TID:2264| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:37:05,105|views|PID:20836 TID:2264| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:37:13,547|views|PID:20836 TID:2264| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:37:41,434|views|PID:20836 TID:2264| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:38:20,907|views|PID:20836 TID:2264| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:38:25,730|views|PID:20836 TID:2264| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:38:59,082|views|PID:20836 TID:2264| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:39:00,347|views|PID:20836 TID:2264| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:39:02,905|views|PID:20836 TID:2264| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:39:15,656|views|PID:20836 TID:2264| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:40:07,059|views|PID:20836 TID:2264| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:40:22,969|views|PID:20836 TID:2264| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:41:02,689|views|PID:20836 TID:2264| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:41:28,754|views|PID:20836 TID:2264| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:42:07,840|views|PID:20836 TID:2264| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 11:42:19,922|views|PID:20836 TID:2264| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:24:50,123|views|PID:20836 TID:8404| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:24:51,615|views|PID:20836 TID:8404| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:25:49,543|views|PID:20836 TID:8404| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:25:56,542|views|PID:20836 TID:8404| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:28:26,494|views|PID:20836 TID:8404| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:28:37,225|views|PID:12784 TID:6928| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:29:17,079|views|PID:12784 TID:3436| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:29:30,361|views|PID:12784 TID:6928| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:30:25,816|views|PID:12784 TID:3436| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:35:21,056|views|PID:12784 TID:3436| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:35:37,848|views|PID:12784 TID:3436| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:36:46,039|views|PID:12784 TID:3436| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:37:27,902|views|PID:12784 TID:3436| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:39:52,982|views|PID:12784 TID:3436| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:42:42,027|views|PID:12784 TID:3436| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:43:32,712|views|PID:12784 TID:3436| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:44:09,736|views|PID:12784 TID:3436| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:45:30,766|views|PID:12784 TID:3436| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:45:43,959|views|PID:12784 TID:3436| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:46:13,912|views|PID:12784 TID:3436| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:46:14,999|views|PID:12784 TID:3436| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:46:26,342|views|PID:12784 TID:3436| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:47:06,398|views|PID:12784 TID:3436| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:47:47,456|views|PID:12784 TID:3436| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:47:54,071|views|PID:12784 TID:3436| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:48:02,416|views|PID:12784 TID:3436| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:48:19,685|views|PID:12784 TID:3436| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:48:34,495|views|PID:12784 TID:3436| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:48:48,423|views|PID:12784 TID:3436| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:49:23,799|views|PID:12784 TID:3436| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:50:04,527|views|PID:12784 TID:3436| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:51:04,955|views|PID:12784 TID:3436| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:51:41,287|views|PID:12784 TID:3436| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:51:46,903|views|PID:12784 TID:3436| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:51:51,214|views|PID:12784 TID:3436| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:52:20,185|views|PID:12784 TID:3436| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:57:33,982|views|PID:12784 TID:10100| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:57:35,951|views|PID:12784 TID:10100| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:58:55,333|views|PID:12784 TID:10100| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 12:58:59,789|views|PID:12784 TID:10100| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 13:52:50,333|views|PID:12784 TID:19972| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 13:58:46,365|views|PID:12784 TID:15884| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 13:59:09,052|views|PID:12784 TID:15884| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 13:59:15,267|views|PID:12784 TID:15884| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 13:59:36,005|views|PID:12784 TID:15884| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 14:00:22,044|views|PID:12784 TID:15884| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 14:00:41,981|views|PID:12784 TID:15884| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 14:00:59,203|views|PID:12784 TID:15884| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 14:01:04,809|views|PID:12784 TID:15884| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 14:01:28,292|views|PID:12784 TID:15884| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 14:01:36,243|views|PID:12784 TID:15884| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 14:03:05,292|views|PID:12784 TID:15884| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 14:04:13,780|views|PID:12784 TID:15884| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 14:04:24,260|views|PID:12784 TID:15884| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 14:05:10,162|views|PID:12784 TID:15884| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 14:05:18,147|views|PID:12784 TID:15884| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 14:06:16,685|views|PID:12784 TID:15884| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 14:06:21,973|views|PID:12784 TID:15884| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 14:06:25,486|views|PID:12784 TID:15884| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 14:06:37,187|views|PID:12784 TID:15884| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 14:07:36,196|views|PID:12784 TID:15884| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 14:08:35,827|views|PID:12784 TID:15884| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 14:08:58,387|views|PID:12784 TID:15884| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 14:10:18,917|views|PID:12784 TID:15884| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 14:10:29,395|views|PID:12784 TID:15884| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 14:10:37,094|views|PID:12784 TID:15884| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 14:10:51,251|views|PID:12784 TID:15884| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 14:28:32,531|views|PID:4644 TID:3556| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 14:28:38,855|views|PID:4644 TID:3556| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 14:38:22,384|views|PID:5580 TID:8628| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 14:38:32,539|views|PID:5580 TID:8628| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 14:38:46,911|views|PID:5580 TID:8628| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 15:02:26,090|views|PID:15004 TID:15232| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 15:02:28,821|views|PID:15004 TID:15232| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 15:02:32,023|views|PID:15004 TID:15232| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 15:04:09,952|views|PID:15004 TID:15232| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 15:04:40,579|views|PID:15004 TID:15232| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 15:04:47,258|views|PID:15004 TID:15232| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 15:09:09,780|views|PID:17696 TID:17052| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 15:47:35,501|views|PID:2888 TID:3224| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 15:47:46,579|views|PID:2888 TID:3224| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 15:49:48,755|views|PID:24216 TID:12232| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 15:49:52,694|views|PID:24216 TID:12232| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 15:50:32,063|views|PID:24216 TID:12232| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 16:01:23,443|views|PID:17780 TID:7412| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 16:01:36,066|views|PID:17780 TID:7412| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 16:09:29,538|views|PID:8404 TID:11500| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 16:11:00,448|views|PID:8404 TID:11500| UserName: sentikov123@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 16:11:04,287|views|PID:8404 TID:11500| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 16:11:46,992|views|PID:8404 TID:11500| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 16:12:00,931|views|PID:8404 TID:11500| UserName: sentikov@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 16:12:24,969|views|PID:8404 TID:11500| UserName: sentikov@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 16:12:33,365|views|PID:8404 TID:11500| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 16:12:38,478|views|PID:8404 TID:11500| UserName: sentikov@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 16:17:45,661|views|PID:13516 TID:14276| UserName: sentikov@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 16:18:00,607|views|PID:13516 TID:14276| UserName: sentikov@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 16:18:29,676|views|PID:13516 TID:14276| UserName: sentikov@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 16:20:20,252|views|PID:20204 TID:3080| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 16:20:55,663|views|PID:20204 TID:3080| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 16:21:15,868|views|PID:20204 TID:3080| UserName: sentikov@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 16:22:51,211|views|PID:9692 TID:6936| UserName: sentikov@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 16:25:18,034|views|PID:16936 TID:9640| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 16:25:31,436|views|PID:16936 TID:9640| UserName: sentikov@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 16:27:26,447|views|PID:9692 TID:21236| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 16:27:37,000|views|PID:9692 TID:21236| UserName: sentikov@mail.ru UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 16:27:40,764|views|PID:9692 TID:21236| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 19:02:21,998|views|PID:2604 TID:3500| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
[INFO]2022-04-18 19:02:51,106|views|PID:2604 TID:3500| UserName: AnonymousUser UserIP: 127.0.0.1 | Path: / | Getting posts from db 
